"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Apartment","Entire home/apt","Amazing 1 bdr in Upper East Side","Zarrar","Upper East Side","t","New York",40.76718,-73.95748,2,1,1,180,1,100,"flexible"
"Apartment","Private room","Sun-drenched room in Harlem apt","Kay","Manhattan","t","New York",40.823,-73.93966,1,1,1,50,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny Modern 6beds/2ba Sleeps 12+, Steps to Train","Easton","Bushwick","t","Brooklyn",40.68899,-73.91616,16,2,4,180,24,100,"moderate"
"Apartment","Entire home/apt","Massive One Bedroom with Office /Yoga Room /Yard","Alexa","Greenpoint","t","Brooklyn",40.72455,-73.94633,3,1,1,149,12,100,"moderate"
"Apartment","Entire home/apt","2 Bedroom in the heart of Bushwick","David","Bushwick","t","Brooklyn",40.70296,-73.92662,4,1,2,125,12,100,"moderate"
"Condominium","Entire home/apt","Amazing big apartment in UWS Manhattan,  2 bdr","Zeina","Upper West Side","t","New York",40.77706,-73.98383,4,1,2,250,3,100,"strict_14_with_grace_period"
"Townhouse","Private room","Awsome room with private door to the deck!","Franck And Joshua","Brooklyn","t","Brooklyn",40.6924,-73.91448,1,1,1,44,2,100,"flexible"
"Apartment","Entire home/apt","Far West Village loft","Andrew","West Village","t","New York",40.73437,-74.00739,2,1,1,175,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","TIME SQUARE 2 bedroom apartment","Samuel","Hell's Kitchen","t","New York",40.75893,-73.99,6,1,2,450,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy/quiet home amongst hippest NYC neighborhoods","Beth","Queens","t","Queens",40.70372,-73.9067,6,1.5,3,200,3,100,"flexible"
"Apartment","Entire home/apt","2- Bedroom Williamsburg Artist Loft","Virginia","Brooklyn","t","Brooklyn",40.71204,-73.96165,4,1,2,175,3,100,"moderate"
"Apartment","Entire home/apt","Artsy 1BR loft style in East Village (IT, PT, EN)","Andy","Alphabet City","t","New York",40.72472,-73.98251,2,1,1,180,5,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Loft-style Designer Studio","Oren","Upper West Side","t","New York",40.78673,-73.97304,1,1,0,130,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful apartment on UWS for couple or single!","Eveline","Manhattan","t","New York",40.79056,-73.97306,2,1.5,1,350,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Room in Prime West Village Location!","Patricia","West Village","t","New York",40.73168,-74.00157,1,1,1,96,1,100,"flexible"
"Apartment","Entire home/apt","South of Houston Renovated Furnished Comfortable","Liliana","Lower East Side","t","New York",40.72162,-73.98732,4,1,2,350,6,100,"strict_14_with_grace_period"
"Apartment","Private room","Sanctuary Studio in Long Island City","Sylvia","Astoria","t","Queens",40.75722,-73.92716,1,1,1,83,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Bright & Modern Brooklyn Apartment","Desiree","Crown Heights","t","Brooklyn",40.67693,-73.9369,5,1,1,100,2,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Spacious Greenpoint Loft","Sergio","Brooklyn","t","Brooklyn",40.73308,-73.95704,4,1,0,128,1,100,"moderate"
"Apartment","Entire home/apt","One Bedroom Williamsburg Apartment","Stephanie","Brooklyn","t","Brooklyn",40.7099,-73.9649,2,1.5,1,250,3,100,"moderate"
"Apartment","Entire home/apt","Urban oasis - unique and very special home in BK","Sonia","Williamsburg","t","Brooklyn",40.70772,-73.94654,4,2.5,1,259,3,100,"flexible"
"Apartment","Entire home/apt","Sunny days in the West Village!","Marie","West Village","t","New York",40.73501,-74.00835,2,1,0,180,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Luxury 1 bedroom, 1 bathroom in Manhattan","Crystal","Harlem","t","New York",40.80508,-73.95088,3,1,1,150,2,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Charming Hell’s Kitchen Studio","Emily","Manhattan","t","New York",40.7659,-73.98764,2,1,0,289,11,100,"flexible"
"Apartment","Private room","Your own private, fully furnished large room.","Paul","Manhattan","t","New York",40.7963,-73.93087,1,1,1,55,2,100,"flexible"
"Apartment","Private room","Private room in heart of crown heights","Keira","Brooklyn","t","Brooklyn",40.67369,-73.94931,1,1,1,60,1,100,"flexible"
"Apartment","Entire home/apt","Large Two Floor Apartment in Hip Bushwick Area","Daniel","Brooklyn","t","Brooklyn",40.70433,-73.92488,8,1.5,3,120,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Charming 1br in Morningside Heights","Wenfei","Harlem","t","New York",40.80535,-73.96307,3,1,1,150,3,100,"flexible"
"Apartment","Entire home/apt","Modern renovated private Apt/Washer & dryer.","Tee","Brooklyn","t","Brooklyn",40.63321,-74.02463,2,1,1,120,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Bright and beautiful apartment park side","Jennie","Washington Heights","t","New York",40.8464,-73.94192,4,1,1,99,10,100,"moderate"
"Apartment","Private room","Vibrant Spacious Artist Friendly Apt in Brooklyn!","Imani","Brooklyn","t","Brooklyn",40.69064,-73.95664,2,1,2,100,9,100,"moderate"
"Apartment","Entire home/apt","Our Brooklyn Heights treehouse","Allison","Brooklyn","t","Brooklyn",40.69295,-73.99513,4,1,2,250,2,100,"flexible"
"Apartment","Private room","Gateway to Harlem Luxury","Jessica","Harlem","t","New York",40.80126,-73.95037,2,1,4,75,1,100,"strict_14_with_grace_period"
"Guest suite","Entire home/apt","Private Pristine Studio in Brooklyn","Rose","Brooklyn","t","Brooklyn",40.64932,-73.98018,2,1,1,90,41,100,"moderate"
"Condominium","Entire home/apt","Sun-drenched 1 bedroom in Clinton Hill/Bed-Stuy","Irene","Brooklyn","t","Brooklyn",40.69021,-73.95058,2,1,1,120,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Gay friendly","Rob","Brooklyn","t","Brooklyn",40.69339,-73.90588,1,1,1,50,6,100,"flexible"
"Apartment","Private room","Heights II","Candace","Brooklyn","t","Brooklyn",40.66189,-73.93309,1,1,1,160,3,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Stunning 2Bed/2BA + 300sqft deck by the river!","Nadine","Williamsburg","t","Brooklyn",40.7215,-73.96,4,2,2,399,3,100,"moderate"
"Loft","Entire home/apt","Modern Loft in East Williamsburg (Morgan Ave)","Mia","Bushwick","t","Brooklyn",40.70473,-73.92867,2,1,1,200,6,100,"flexible"
"Apartment","Private room","East Village Oasis In The Heart of All The Action","Kay","Manhattan","t","New York",40.72197,-73.98465,2,1,1,178,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Chic Midwood Apartment.","Alina","Brooklyn","t","Brooklyn",40.62334,-73.96079,4,1,2,75,2,100,"flexible"
"Apartment","Private room","Bright and Cozy Bedroom with King Size Bed.","Alina","Brooklyn","t","Brooklyn",40.62355,-73.96015,2,1,1,50,7,100,"flexible"
"Loft","Private room","Spacey Bushwick Loft! Perfect location! Big Room!","Violeta","Brooklyn","t","Brooklyn",40.70631,-73.93338,2,1,1,64,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Exceptional Upper West Side Oasis","Michael","Manhattan","t","New York",40.77629,-73.98017,4,1,1,249,11,100,"moderate"
"Apartment","Entire home/apt","New 9 Bed 4 Full Bath 3000 SF Spacious Apartment","Philip","Brooklyn","t","Brooklyn",40.66678,-73.93035,16,4,9,830,5,100,"strict_14_with_grace_period"
"Townhouse","Private room","Bedroom+Private Bath+Backyard in Bedstuy, Brooklyn","Kristin Page","Bedford-Stuyvesant","t","Brooklyn",40.68098,-73.91608,2,1,1,90,17,100,"strict_14_with_grace_period"
"House","Entire home/apt","Full house next to 2/5 trains-30min to Manhattan","Sergios & Fani","Brooklyn","t","Brooklyn",40.64521,-73.94452,5,2.5,3,220,2,100,"moderate"
"Apartment","Entire home/apt","A beautiful prime Bedford-L 1bd apt Mostly private","Dorit","Brooklyn","t","Brooklyn",40.71288,-73.96091,2,1,1,49,2,100,"moderate"
"Apartment","Entire home/apt","Clean and bright home in Williamsburg","Ashley","Brooklyn","t","Brooklyn",40.70917,-73.94973,4,1,2,115,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Modern Cozy One Bedroom near Columbus Circle","Ken","Midtown","t","New York",40.76957,-73.99292,4,1,1,229,2,100,"moderate"
"Apartment","Private room","Private Room in Hamilton Hts (Queen & Big Closet!)","Nicole","Manhattan","t","New York",40.82132,-73.95117,1,1,1,63,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Comfy room close to M train. 18mins to Manhattan","Carmen","Queens","t","Queens",40.70358,-73.90864,1,1,1,50,1,100,"flexible"
"Apartment","Entire home/apt","Large one bedroom in the heart of Williamsburg","Ailee","Brooklyn","t","Brooklyn",40.7132,-73.96441,4,1,1,165,5,100,"moderate"
"Apartment","Entire home/apt","Stylish, Spacious Cobble Hill 1-bedroom, nr trains","Sally","Brooklyn","t","Brooklyn",40.68993,-73.99204,4,1,1,151,1,100,"flexible"
"Apartment","Private room","Sunny Private Room in Brooklyn Apt w/ Backyard","Diana","Bushwick","t","Brooklyn",40.6991,-73.92926,2,1,1,62,3,100,"flexible"
"Apartment","Entire home/apt","Cozy & Convenient 1bed/bath in Crown Heights BK","Cyrus","Crown Heights","t","Brooklyn",40.67068,-73.95464,2,1,1,145,8,100,"moderate"
"Apartment","Entire home/apt","Sunfilled upper west side 1BD apt near park/subway","Rachael","Upper West Side","t","New York",40.79582,-73.96711,4,1,1,158,1,100,"moderate"
"Townhouse","Entire home/apt","Charming Townhouse Triplex on Beautiful Block","Laura","Manhattan","t","New York",40.81872,-73.94363,6,2.5,2,300,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Urban Zen in Historic Stuyvesant Heights","Micah","Bedford-Stuyvesant","t","Brooklyn",40.68414,-73.93538,2,1,1,140,2,100,"moderate"
"Apartment","Entire home/apt","Amazing 1 bed 1 bath in full service bld #6118","David","Midtown","t","New York",40.74536,-73.97799,3,1,1,180,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Bright Private Apt in Ideal Location Manhattan","Taylor","Gramercy Park","t","New York",40.73866,-73.98322,2,1,0,160,5,100,"flexible"
"Apartment","Entire home/apt","""ADORABLE CENTRAL 1BD LITTLE ITALY/SOHO""","Sam","Manhattan","t","New York",40.71805,-73.99714,3,1,1,139,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cosy room in the heart of Bushwick!","Natalie","Brooklyn","t","Brooklyn",40.70113,-73.92175,2,1,1,80,3,100,"flexible"
"Apartment","Entire home/apt","Classic Park Slope charm with private deck","Xotchiltl","Brooklyn","t","Brooklyn",40.67177,-73.97776,2,1,1,150,3,100,"moderate"
"Apartment","Private room","Nature Sanctuary","Alison","Bedford-Stuyvesant","t","Brooklyn",40.68971,-73.92836,2,1,1,85,4,100,"flexible"
"Apartment","Entire home/apt","3000 sq. ft. Designer Loft in the heart of NYC","Ella","East Village","t","New York",40.73256,-73.99102,6,2,3,700,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Room in spacious, clean, brownstone w/ rooftop!","Duncan","Brooklyn","t","Brooklyn",40.68428,-73.9868,2,1,1,99,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Downtown Manhattan apartment","Sophie","Lower East Side","t","New York",40.71345,-73.98678,2,1,1,200,1,100,"moderate"
"Apartment","Entire home/apt","Upper East Side Apartment with River View!","Mona","Upper East Side","t","New York",40.76902,-73.94925,4,1,2,250,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Boho escape in Upper Manhattan","Lisa","Hamilton Heights","t","New York",40.8305,-73.94824,2,1,1,135,1,100,"moderate"
"Loft","Entire home/apt","Williamsburg Modern Designer Loft on L Train","James","Williamsburg","t","Brooklyn",40.71516,-73.94754,4,1,2,300,7,100,"flexible"
"Apartment","Entire home/apt","Brooklyn Live Style. The way Adults live in NY...","Kervin","Brooklyn","t","Brooklyn",40.68855,-73.97282,4,1,1,150,8,100,"strict_14_with_grace_period"
"Apartment","Private room","Mid-century modern studio in East Village","Alice","East Village","t","New York",40.73087,-73.98198,2,1,0,130,8,100,"moderate"
"Apartment","Entire home/apt","Charming Pre War Apartment in the Lower East Side","Emmanuella","Lower East Side","t","New York",40.7172,-73.9889,4,1,2,109,2,100,"moderate"
"Apartment","Private room","Sunset Suite in Spectacular E. Village Penthouse!","Haffro","Alphabet City","t","New York",40.72291,-73.98447,1,2,1,125,8,100,"flexible"
"Apartment","Private room","Private Sunny Room in Williamsburg, Brooklyn - NY","Gary","Brooklyn","t","Brooklyn",40.70706,-73.95048,2,1,1,60,2,100,"moderate"
"Apartment","Private room","Cozy Brooklyn Bedroom in Art-Filled Apartment","Shelley","Brooklyn","t","Brooklyn",40.65039,-73.97254,1,1,1,66,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Amazing Room in Brand New Building","Fredy","Bushwick","t","Brooklyn",40.70089,-73.93559,1,1,1,67,1,100,"moderate"
"House","Private room","The Shunammite Room - 2 Kings 4:10","Gladwyn","Brooklyn","t","Brooklyn",40.62903,-73.89762,2,1,1,110,21,100,"strict_14_with_grace_period"
"Apartment","Private room","Stay in LIC- Only 10 Minutes From Midtown!","Joy","Queens","t","Queens",40.75367,-73.9289,2,1,1,65,11,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny NOHO Designer Loft- Bowery Hotel adjacent","Michael","East Village","t","New York",40.72598,-73.9923,4,1.5,2,445,2,100,"moderate"
"Apartment","Private room","Beautiful sunny room in prime location","Yasmeen","Queens","t","New York",40.74854,-73.94908,1,1,1,75,2,100,"flexible"
"Apartment","Entire home/apt","BEAUTIFUL LARGE ONE BEDROOM IN BEDSTUY BROOKLYN","Julie","Bedford-Stuyvesant","t","Brooklyn",40.69174,-73.93094,2,1,1,110,2,100,"moderate"
"Apartment","Entire home/apt","Cozy 1bd Apt in East Village","Alyssa","Manhattan","t","New York",40.72925,-73.98155,2,1,1,170,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Private room in 2bed apt by subway & Prospect Park","Cindy","Brooklyn","t","Brooklyn",40.64184,-73.99102,1,1,1,30,2,100,"flexible"
"Townhouse","Entire home/apt","LGBTQ+ friendly HUGE Townhouse KingBed & Backyard","Jiyoun","Queens","t","Queens",40.70522,-73.9093,10,2.5,2,150,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Harlem Summer Cottage","Jerome","Harlem","t","New York",40.80224,-73.95168,3,1,2,99,1,100,"flexible"
"Apartment","Entire home/apt","Modern sunlit luxury studio in Chelsea/Flatiron","Chris","Chelsea","t","New York",40.7455,-73.99714,2,1,0,249,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny spacious private room in Bushwick","Leal","Brooklyn","t","Brooklyn",40.69214,-73.90223,2,1,1,47,1,100,"flexible"
"Loft","Entire home/apt","jungle oasis loft in red hook","Brandi","Red Hook","t","Brooklyn",40.6774,-74.00304,2,1,0,199,2,100,"flexible"
"Apartment","Entire home/apt","Lower East Side 2 Bedroom","Lianne","Lower East Side","t","New York",40.72247,-73.98838,2,1,1,185,1,100,"moderate"
"Apartment","Entire home/apt","West Village Loft on the water","Noah","Manhattan","t","New York",40.73207,-74.01087,4,1,2,280,3,100,"flexible"
"Apartment","Entire home/apt","Airy two-bedroom in Brooklyn Brownstone","Yasmin","Bedford-Stuyvesant","t","Brooklyn",40.68641,-73.94908,4,1,2,90,3,100,"flexible"
"Apartment","Private room","10 minutes from JFK airport. Smoking on premises.","Shatese","Jamaica","t","Queens",40.68158,-73.7755,2,1,1,75,3,100,"moderate"
"Apartment","Entire home/apt","Get Together/ Small party space","Shatese","Jamaica","t","Queens",40.68144,-73.77739,16,1,2,250,1,100,"flexible"
"Apartment","Entire home/apt","Our Ridgewood Home","Jesse","Queens","t","Queens",40.70196,-73.90578,3,1,1,71,9,100,"moderate"
"Apartment","Entire home/apt","Modernist 1-Bedroom Sanctuary next to Central Park","Asya","Manhattan","t","New York",40.76783,-73.98443,2,1,1,195,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sun drenched apartment in the heart of Brooklyn","Carolin","Crown Heights","t","Brooklyn",40.67376,-73.95816,4,1,1,250,1,100,"strict_14_with_grace_period"
"Apartment","Private room","1 lovely bedroom in the heart of Midtown Manhattan","Guillaume","Midtown","t","New York",40.76329,-73.97543,2,1,1,170,23,100,"moderate"
"Condominium","Entire home/apt","Beautiful huge studio blocks from Central Park!","Simon","Hell's Kitchen","t","New York",40.7682,-73.98598,2,1,0,150,3,100,"flexible"
"Condominium","Entire home/apt","Cozy Boerum Hill","Andrea","Boerum Hill","t","Brooklyn",40.68752,-73.98549,4,1,2,200,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Bright, New & Quiet Bushwick Apt close subway L/J","Vered","Brooklyn","t","Brooklyn",40.68743,-73.91048,4,1,1,129,4,100,"moderate"
"Apartment","Entire home/apt","cute, quite, one bedroom Gramercy apartment","Andrea","Manhattan","t","New York",40.73523,-73.98142,2,1,1,160,4,100,"flexible"
"Apartment","Entire home/apt","Modern 2 BEDROOM PRIME Upper East Side APT.","Jt","Upper East Side","t","New York",40.77474,-73.94943,5,1,2,249,2,100,"strict_14_with_grace_period"
"Apartment","Shared room","Sunny, spacious  Brooklyn apt - solo woman only","Alva","Flatbush","t","Brooklyn",40.64635,-73.95474,1,1,1,30,8,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunny Private BR Apt in Fort Greene  4L-2","Zach","Fort Greene","t","Brooklyn",40.69632,-73.97396,1,1,1,48,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Artsy Private BR in Fort Greene Cumberland 4R-2","Zach","Brooklyn","t","Brooklyn",40.69749,-73.97551,1,1,1,47,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Artsy Private BR in Fort Greene Cumberland 2R-3","Zach","Brooklyn Navy Yard","t","Brooklyn",40.6971,-73.97523,1,1,1,47,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","1-BR Heart of Midtown Apartment","Tony","Midtown","t","New York",40.76086,-73.99067,3,1,1,350,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Nordic 1 Bedroom in Serviced Doorman Building","Tommy","Financial District","t","New York",40.70701,-74.01007,2,1,1,175,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Beautiful studio basement in Bushwick","Giuliana","Brooklyn","t","Brooklyn",40.70364,-73.92679,2,1.5,1,58,1,100,"flexible"
"Apartment","Entire home/apt","Gorgeous place on the UWS—close to Central Park!","Ann Marie","Manhattan","t","New York",40.78909,-73.98023,2,1,1,200,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Art and Adventure Steps from Central Park","Corder","Midtown","t","New York",40.7665,-73.98578,4,1,1,178,11,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Hotel like stay in beautiful Brooklyn","Ad","Brooklyn","t","Brooklyn",40.67977,-73.96882,4,2,2,349,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","BedStuy Comfort & Convenience  next to C-Train","Laura","Brooklyn","t","Brooklyn",40.67901,-73.92062,8,2,4,250,5,100,"strict_14_with_grace_period"
"Apartment","Private room","NATURAL LIGHT & SPACIOUS BROOKLYN GEM","Abduraufi","Flatbush","t","Brooklyn",40.64434,-73.95288,2,1,1,50,14,100,"strict_14_with_grace_period"
"Boutique hotel","Private room","Hotel 48 Lex, Accessible Queen","48Lex","Manhattan","t","New York",40.75085,-73.97086,2,1,1,100,2,100,"moderate"
"Boutique hotel","Private room","Hotel 48 Lex, Premier King Salon","48Lex","Midtown","t","New York",40.75133,-73.97094,2,1,1,100,1,100,"moderate"
"Apartment","Entire home/apt","Amazingly lit with views over entire manhattan.","Michael","Brooklyn","t","Brooklyn",40.69325,-73.96732,2,2,1,175,5,100,"flexible"
"Boutique hotel","Private room","Chelsea Inn Hotel - Triple Standard Room","Chelsea Inn Hotel","Union Square","t","New York",40.73792,-73.9948,2,1,1,100,1,100,"moderate"
"Apartment","Entire home/apt","Bright, Spacious 2 bdrm great bkln neighborhood!","Regine","Flatbush","t","Brooklyn",40.64225,-73.96425,3,1,2,100,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Amazing views -Luxury building steps to High Line","Aaron","Manhattan","t","New York",40.75253,-74.00283,2,1,1,176,5,100,"flexible"
"Apartment","Private room","Cozy Brooklyn bedroom close to Manhattan et al","Nick","Brooklyn","t","Brooklyn",40.69463,-73.94546,2,1,1,46,15,100,"strict_14_with_grace_period"
"Apartment","Private room","Huge, private bedroom next to train and PARK!","Jennifer","Flatbush","t","Brooklyn",40.6524,-73.96314,1,1,1,59,9,100,"flexible"
"House","Entire home/apt","Modern townhouse convenient to everything","Sheethal","Boerum Hill","t","Brooklyn",40.68615,-73.98056,8,3.5,4,500,2,100,"flexible"
"Loft","Private room","Private Bedroom. Artistic Brooklyn Loft. Next to L","Simrit Atma","Williamsburg","t","Brooklyn",40.70519,-73.93418,2,1,1,120,5,100,"flexible"
"Loft","Entire home/apt","Gorgeous 3 Bed - Tropical Artist Loft - Next to L","Simrit Atma","Brooklyn","t","Brooklyn",40.7055,-73.93437,4,1,3,325,6,100,"moderate"
"Apartment","Entire home/apt","Bright, Spacious & Charming 1-bed Brownstone Apt","Leonie","Park Slope","t","Brooklyn",40.66678,-73.97709,2,1,1,149,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy 1 BR Central Park East – 15 minutes 2 Midtown","Marc","East Harlem","t","New York",40.79879,-73.94202,2,1,1,85,22,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Luxury Wall Street Apartment","Kayla","Manhattan","t","New York",40.70537,-74.00784,4,1,1,220,8,100,"moderate"
"Condominium","Entire home/apt","Gorgeous Central Park Sanctuary","Yinny","Manhattan","t","New York",40.78544,-73.97062,2,1,1,150,14,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","East Village 1250sq ft Venue w/ Outdoor Space","Waseem","East Village","t","New York",40.72816,-73.98202,16,1,4,975,2,100,"flexible"
"Apartment","Entire home/apt","Delightful, Spacious Ditmas Park One Bedroom","Lily","Flatbush","t","Brooklyn",40.64151,-73.96104,3,1,1,90,4,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","WINTER SPECIAL: Tranquil Loft of Light in Gotham","Amma","Lower East Side","t","New York",40.7144,-73.98201,2,2,1,222,1,100,"strict_14_with_grace_period"
"Guest suite","Private room","Private Large Bedroom Apt w/ Bathroom (NO KITCHEN)","Kimi","Bay Ridge","t","Brooklyn",40.6346,-74.03022,3,1,1,99,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Sun-filled BR in Eco-Friendly East Village Apt","Bobby","Manhattan","t","New York",40.72352,-73.97493,1,1,1,70,8,100,"strict_14_with_grace_period"
"House","Entire home/apt","Casa de Marko","Marko","Queens","t","Queens",40.71288,-73.81368,8,2.5,4,300,1,100,"flexible"
"Apartment","Private room","Comfy room in South Williamsburg- Big Screen TV","Lawrence","Williamsburg","t","Brooklyn",40.70816,-73.95591,2,1,1,100,2,100,"strict_14_with_grace_period"
"Apartment","Private room","SPACIOUS  ROOM NEAR West Riverside 2bathrm","Mike&Mavi","Harlem","t","New York",40.82292,-73.95598,2,1.5,1,50,2,100,"strict_14_with_grace_period"
"Apartment","Private room","❤️ Bright Spacious Room on Quiet Tree-Lined Street","Jay","Clinton Hill","t","Brooklyn",40.69382,-73.96644,4,1,2,60,6,100,"moderate"
"Apartment","Entire home/apt","Prospect Park /Park Slope Huge Apartment","Claudia","Park Slope","t","Brooklyn",40.66438,-73.97931,4,1,2,195,4,100,"flexible"
"Apartment","Private room","Huge modern room in a cozy sunny home","Yudis","Manhattan","t","New York",40.8076,-73.94886,2,2,1,80,34,100,"flexible"
"Apartment","Private room","Contemporary bedroom in a cozy sunny home","Yudis","Harlem","t","New York",40.80609,-73.9484,2,2,1,90,33,100,"flexible"
"Apartment","Private room","Cozy Room w/ Private Lounge Nolita","Burtay","Manhattan","t","New York",40.72247,-73.99473,1,1,1,95,6,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Studio at Hilton Club Residence - Manhattan's Best","Armstrong","Manhattan","t","New York",40.76303,-73.97896,2,1,0,380,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Urban Oasis Apartment for Fam or Friends","Daniela","Brooklyn","t","Brooklyn",40.67913,-73.94872,4,1,1,120,3,100,"flexible"
"Apartment","Private room","Renta de Habitación a una cuadra de Central Park","Enrique","Upper West Side","t","New York",40.79618,-73.96312,2,1,1,43,1,100,"moderate"
"Apartment","Entire home/apt","Stunning Full Floor Apartment in the Village","Dave","Greenwich Village","t","New York",40.72935,-73.99934,4,2,2,500,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy room with private bathroom","Begum","Brooklyn","t","Brooklyn",40.68477,-73.9509,1,1,1,40,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy, sunny Bed-Stuy apartment","Emma","Brooklyn","t","Brooklyn",40.69386,-73.94192,4,1,2,100,2,100,"moderate"
"Apartment","Entire home/apt","Modern sunset view apartment in West Village","Georgie","Manhattan","t","New York",40.73234,-74.00853,2,1,1,250,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Big 1 Bedroom located in Union Square","Mike","Manhattan","t","New York",40.73592,-73.98993,2,1,1,295,1,100,"flexible"
"Loft","Entire home/apt","Spacious Williamsburg Loft/Apartment","Natalie","Williamsburg","t","Brooklyn",40.71401,-73.96572,3,1,1,140,2,100,"flexible"
"Apartment","Private room","Sunny spacious quiet bedroom with a full bath.","Ben","Bedford-Stuyvesant","t","Brooklyn",40.67925,-73.94286,2,1,1,80,1,100,"moderate"
"Apartment","Entire home/apt","BEAUTIFUL WEST VILLAGE APARTMENT","Graham","Manhattan","t","New York",40.73895,-74.00393,2,1,1,151,28,100,"flexible"
"Apartment","Private room","Brooklyn @ Bedford","Megan","Williamsburg","t","Brooklyn",40.71582,-73.9573,2,1,1,90,2,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Williamsburg Designer Loft: Best of Brooklyn","Jared","Brooklyn","t","Brooklyn",40.70917,-73.96286,4,2,1,300,2,100,"strict_14_with_grace_period"
"Townhouse","Private room","private room & bathroom, 500 ft away from beach.","Urmat","The Rockaways","t","Queens",40.58921,-73.79967,2,1,1,75,12,100,"flexible"
"Apartment","Entire home/apt","UNION SQUARE","Alex","Manhattan","t","New York",40.73133,-73.98311,2,1,2,220,1,100,"moderate"
"Apartment","Entire home/apt","Quaint & Cozy 1 Bedroom Apt near Central Park!!!","Wilson","Manhattan","t","New York",40.78864,-73.94777,2,1,1,110,6,100,"flexible"
"Apartment","Entire home/apt","Bohemian Luxury 2 Bed 2 Full Bath Boutique Haven","Sharon","Manhattan","t","New York",40.72057,-73.99343,2,2,2,495,21,100,"moderate"
"Guest suite","Private room","Private basement studio with backyard access.","Michael","Bedford-Stuyvesant","t","Brooklyn",40.6906,-73.94986,2,1,0,45,12,100,"flexible"
"Apartment","Entire home/apt","Spacious 1 Bedroom Apt in East Williamsburg","Nicole","Brooklyn","t","Brooklyn",40.71245,-73.94064,2,1,1,150,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","My Vintage Brooklyn Hideaway (Williamsburg)","Colleen","Williamsburg","t","Brooklyn",40.71606,-73.94367,4,1,2,250,4,100,"flexible"
"Apartment","Entire home/apt","True 1-Bedroom in Prime Brooklyn Luxury Building","Natalia","Brooklyn","t","Brooklyn",40.72003,-73.96242,4,1,1,350,3,100,"moderate"
